result,stdev,iterations,regulation,learnrate
1.45032,0.4,20,0.800000,0.0086
1.454,0.4,20,0.800000,0.0091
1.45761,0.4,20,0.800000,0.0096
2.08057,0.4,20,1.000000,0.0001
1.41586,0.4,20,1.000000,0.0006
1.41526,0.4,20,1.000000,0.0011
1.42396,0.4,20,1.000000,0.0016
1.43249,0.4,20,1.000000,0.0021
1.43908,0.4,20,1.000000,0.0026
1.44469,0.4,20,1.000000,0.0031
1.4496,0.4,20,1.000000,0.0036
1.45392,0.4,20,1.000000,0.0041
1.45788,0.4,20,1.000000,0.0046
1.46158,0.4,20,1.000000,0.0051
1.46528,0.4,20,1.000000,0.0056
1.4688,0.4,20,1.000000,0.0061
1.47233,0.4,20,1.000000,0.0066
1.4758,0.4,20,1.000000,0.0071
1.47924,0.4,20,1.000000,0.0076
1.48261,0.4,20,1.000000,0.0081
1.48592,0.4,20,1.000000,0.0086
1.48919,0.4,20,1.000000,0.0091
1.49244,0.4,20,1.000000,0.0096
1.50094,0.6,20,0.000000,0.0001
1.3206,0.6,20,0.000000,0.0006
1.28381,0.6,20,0.000000,0.0011
1.28537,0.6,20,0.000000,0.0016
1.28191,0.6,20,0.000000,0.0021
1.26684,0.6,20,0.000000,0.0026
1.25637,0.6,20,0.000000,0.0031
1.27558,0.6,20,0.000000,0.0036
1.27687,0.6,20,0.000000,0.0041
1.27525,0.6,20,0.000000,0.0046
1.27404,0.6,20,0.000000,0.0051
1.26947,0.6,20,0.000000,0.0056
1.30032,0.6,20,0.000000,0.0061
1.28476,0.6,20,0.000000,0.0066
1.27963,0.6,20,0.000000,0.0071
1.29382,0.6,20,0.000000,0.0076
1.31672,0.6,20,0.000000,0.0081
1.29831,0.6,20,0.000000,0.0086
1.29767,0.6,20,0.000000,0.0091
1.30573,0.6,20,0.000000,0.0096
1.62129,0.6,20,0.200000,0.0001
1.33378,0.6,20,0.200000,0.0006
1.26864,0.6,20,0.200000,0.0011
1.2591,0.6,20,0.200000,0.0016
1.26307,0.6,20,0.200000,0.0021
1.25669,0.6,20,0.200000,0.0026
1.2672,0.6,20,0.200000,0.0031
1.26426,0.6,20,0.200000,0.0036
1.26937,0.6,20,0.200000,0.0041
1.27553,0.6,20,0.200000,0.0046
1.28457,0.6,20,0.200000,0.0051
1.28224,0.6,20,0.200000,0.0056
1.27674,0.6,20,0.200000,0.0061
1.28984,0.6,20,0.200000,0.0066
1.30411,0.6,20,0.200000,0.0071
1.30188,0.6,20,0.200000,0.0076
1.30972,0.6,20,0.200000,0.0081
1.30549,0.6,20,0.200000,0.0086
1.30902,0.6,20,0.200000,0.0091
1.32143,0.6,20,0.200000,0.0096
1.73875,0.6,20,0.400000,0.0001
1.34061,0.6,20,0.400000,0.0006
1.29416,0.6,20,0.400000,0.0011
