result,stdev,iterations,regulation,learnrate
1.27119,0.6,340,0.600000,0
1.27178,0.6,340,0.800000,0
1.25751,0.6,340,1.000000,0
1.2996,0.8,340,0.000000,0
1.27425,0.8,340,0.200000,0
1.28384,0.8,340,0.400000,0
1.27564,0.8,340,0.600000,0
1.26363,0.8,340,0.800000,0
1.25853,0.8,340,1.000000,0
1.28724,1,340,0.000000,0
1.27263,1,340,0.200000,0
1.26043,1,340,0.400000,0
1.26018,1,340,0.600000,0
1.25371,1,340,0.800000,0
1.25031,1,340,1.000000,0
1.26658,0,360,0.000000,0
1.26656,0,360,0.200000,0
1.26654,0,360,0.400000,0
1.26653,0,360,0.600000,0
1.26653,0,360,0.800000,0
1.26652,0,360,1.000000,0
1.32069,0.2,360,0.000000,0
1.29303,0.2,360,0.200000,0
1.27985,0.2,360,0.400000,0
1.27151,0.2,360,0.600000,0
1.26375,0.2,360,0.800000,0
1.2673,0.2,360,1.000000,0
1.32681,0.4,360,0.000000,0
1.29627,0.4,360,0.200000,0
1.27539,0.4,360,0.400000,0
1.27698,0.4,360,0.600000,0
1.2722,0.4,360,0.800000,0
1.26798,0.4,360,1.000000,0
1.30702,0.6,360,0.000000,0
1.28586,0.6,360,0.200000,0
1.28553,0.6,360,0.400000,0
1.27654,0.6,360,0.600000,0
1.26867,0.6,360,0.800000,0
1.25793,0.6,360,1.000000,0
1.29661,0.8,360,0.000000,0
1.28394,0.8,360,0.200000,0
1.27389,0.8,360,0.400000,0
1.27228,0.8,360,0.600000,0
1.27124,0.8,360,0.800000,0
1.26819,0.8,360,1.000000,0
1.29058,1,360,0.000000,0
1.2725,1,360,0.200000,0
1.26469,1,360,0.400000,0
1.25547,1,360,0.600000,0
1.25669,1,360,0.800000,0
1.25126,1,360,1.000000,0
1.26658,0,380,0.000000,0
1.26656,0,380,0.200000,0
1.26654,0,380,0.400000,0
1.26653,0,380,0.600000,0
1.26653,0,380,0.800000,0
1.26652,0,380,1.000000,0
1.3268,0.2,380,0.000000,0
1.28923,0.2,380,0.200000,0
1.28229,0.2,380,0.400000,0
1.27803,0.2,380,0.600000,0
1.27337,0.2,380,0.800000,0
1.26031,0.2,380,1.000000,0
1.31342,0.4,380,0.000000,0
1.29238,0.4,380,0.200000,0
1.28273,0.4,380,0.400000,0
1.2777,0.4,380,0.600000,0
1.26898,0.4,380,0.800000,0
1.25985,0.4,380,1.000000,0
1.31354,0.6,380,0.000000,0
1.28134,0.6,380,0.200000,0
1.27923,0.6,380,0.400000,0
1.27505,0.6,380,0.600000,0
1.26395,0.6,380,0.800000,0
1.26514,0.6,380,1.000000,0
1.30065,0.8,380,0.000000,0
1.2914,0.8,380,0.200000,0
1.27979,0.8,380,0.400000,0
1.27351,0.8,380,0.600000,0
1.27159,0.8,380,0.800000,0
1.26643,0.8,380,1.000000,0
1.28546,1,380,0.000000,0
1.27843,1,380,0.200000,0
1.25801,1,380,0.400000,0
1.25724,1,380,0.600000,0
1.26162,1,380,0.800000,0
1.24394,1,380,1.000000,0
1.26658,0,400,0.000000,0
1.26656,0,400,0.200000,0
1.26654,0,400,0.400000,0
1.26653,0,400,0.600000,0
1.26653,0,400,0.800000,0
1.26653,0,400,1.000000,0
1.32777,0.2,400,0.000000,0
1.29085,0.2,400,0.200000,0
1.2788,0.2,400,0.400000,0
1.27938,0.2,400,0.600000,0
1.27041,0.2,400,0.800000,0
1.26532,0.2,400,1.000000,0
1.32202,0.4,400,0.000000,0
1.29918,0.4,400,0.200000,0
1.29108,0.4,400,0.400000,0
1.2728,0.4,400,0.600000,0
1.26339,0.4,400,0.800000,0
1.26209,0.4,400,1.000000,0
1.31091,0.6,400,0.000000,0
1.2871,0.6,400,0.200000,0
