result|stdev|iterations|regulation|learnrate
1.40472|0.6|20|1.000000|0.0011
1.78177|0|200|0.800000|0.0091
1.41396|0.6|20|1.000000|0.0016
1.42277|0.6|20|1.000000|0.0021
1.43031|0.6|20|1.000000|0.0026
1.43774|0.6|20|1.000000|0.0031
1.44373|0.6|20|1.000000|0.0036
1.78072|0|200|0.800000|0.0096
1.64543|0|280|0.600000|0.0066
1.44934|0.6|20|1.000000|0.0041
1.45423|0.6|20|1.000000|0.0046
1.45892|0.6|20|1.000000|0.0051
1.46319|0.6|20|1.000000|0.0056
1.60093|0|340|0.600000|0.0001
1.46717|0.6|20|1.000000|0.0061
1.47097|0.6|20|1.000000|0.0066
1.64368|0|280|0.600000|0.0071
1.4746|0.6|20|1.000000|0.0071
1.47808|0.6|20|1.000000|0.0076
1.48146|0.6|20|1.000000|0.0081
1.48473|0.6|20|1.000000|0.0086
1.91577|0|200|1.000000|0.0001
1.48792|0.6|20|1.000000|0.0091
1.63326|0|340|0.600000|0.0006
1.49104|0.6|20|1.000000|0.0096
1.64202|0|280|0.600000|0.0076
1.60466|0.8|20|0.000000|0.0001
1.9362|0|200|1.000000|0.0006
1.33416|0.8|20|0.000000|0.0006
1.31009|0.8|20|0.000000|0.0011
1.29315|0.8|20|0.000000|0.0016
1.64046|0|280|0.600000|0.0081
1.63857|0|340|0.600000|0.0011
1.28832|0.8|20|0.000000|0.0021
1.94456|0|200|1.000000|0.0011
1.27133|0.8|20|0.000000|0.0026
1.27755|0.8|20|0.000000|0.0031
1.28536|0.8|20|0.000000|0.0036
1.29232|0.8|20|0.000000|0.0041
1.29349|0.8|20|0.000000|0.0046
1.63904|0|280|0.600000|0.0086
1.95147|0|200|1.000000|0.0016
1.30322|0.8|20|0.000000|0.0051
1.29156|0.8|20|0.000000|0.0056
1.64374|0|340|0.600000|0.0016
1.29989|0.8|20|0.000000|0.0061
1.29513|0.8|20|0.000000|0.0066
1.95462|0|200|1.000000|0.0021
1.29156|0.8|20|0.000000|0.0071
1.30493|0.8|20|0.000000|0.0076
1.63775|0|280|0.600000|0.0091
1.29145|0.8|20|0.000000|0.0081
1.31002|0.8|20|0.000000|0.0086
1.9548|0|200|1.000000|0.0026
1.32926|0.8|20|0.000000|0.0091
1.64847|0|340|0.600000|0.0021
1.30583|0.8|20|0.000000|0.0096
1.63658|0|280|0.600000|0.0096
1.71248|0.8|20|0.200000|0.0001
1.95315|0|200|1.000000|0.0031
1.36303|0.8|20|0.200000|0.0006
1.2713|0.8|20|0.200000|0.0011
1.26497|0.8|20|0.200000|0.0016
1.26161|0.8|20|0.200000|0.0021
1.26819|0.8|20|0.200000|0.0026
1.65175|0|340|0.600000|0.0026
1.95052|0|200|1.000000|0.0036
1.27061|0.8|20|0.200000|0.0031
1.2701|0.8|20|0.200000|0.0036
1.26667|0.8|20|0.200000|0.0041
1.27219|0.8|20|0.200000|0.0046
1.2733|0.8|20|0.200000|0.0051
1.94746|0|200|1.000000|0.0041
1.28196|0.8|20|0.200000|0.0056
1.29354|0.8|20|0.200000|0.0061
1.65347|0|340|0.600000|0.0031
1.2921|0.8|20|0.200000|0.0066
1.29401|0.8|20|0.200000|0.0071
1.75638|0|280|0.800000|0.0001
1.94429|0|200|1.000000|0.0046
1.29891|0.8|20|0.200000|0.0076
1.30471|0.8|20|0.200000|0.0081
1.30696|0.8|20|0.200000|0.0086
1.30315|0.8|20|0.200000|0.0091
1.31958|0.8|20|0.200000|0.0096
1.94122|0|200|1.000000|0.0051
1.65389|0|340|0.600000|0.0036
1.78584|0|280|0.800000|0.0006
1.80287|0.8|20|0.400000|0.0001
1.33263|0.8|20|0.400000|0.0006
1.28921|0.8|20|0.400000|0.0011
1.93836|0|200|1.000000|0.0056
1.29542|0.8|20|0.400000|0.0016
1.29758|0.8|20|0.400000|0.0021
1.65338|0|340|0.600000|0.0041
1.30549|0.8|20|0.400000|0.0026
1.79239|0|280|0.800000|0.0011
1.30942|0.8|20|0.400000|0.0031
1.93578|0|200|1.000000|0.0061
1.31514|0.8|20|0.400000|0.0036
1.32568|0.8|20|0.400000|0.0041
1.32715|0.8|20|0.400000|0.0046
1.33006|0.8|20|0.400000|0.0051
1.93349|0|200|1.000000|0.0066
1.33435|0.8|20|0.400000|0.0056
1.79902|0|280|0.800000|0.0016
1.33914|0.8|20|0.400000|0.0061
1.65225|0|340|0.600000|0.0046
1.34994|0.8|20|0.400000|0.0066
1.35331|0.8|20|0.400000|0.0071
1.35906|0.8|20|0.400000|0.0076
1.93151|0|200|1.000000|0.0071
1.36471|0.8|20|0.400000|0.0081
1.36789|0.8|20|0.400000|0.0086
1.80344|0|280|0.800000|0.0021
1.37203|0.8|20|0.400000|0.0091
1.37318|0.8|20|0.400000|0.0096
1.65074|0|340|0.600000|0.0051
1.92982|0|200|1.000000|0.0076
1.93468|0.8|20|0.600000|0.0001
1.33102|0.8|20|0.600000|0.0006
1.32254|0.8|20|0.600000|0.0011
1.80533|0|280|0.800000|0.0026
1.32614|0.8|20|0.600000|0.0016
1.33345|0.8|20|0.600000|0.0021
1.9284|0|200|1.000000|0.0081
1.34582|0.8|20|0.600000|0.0026
1.64902|0|340|0.600000|0.0056
1.35664|0.8|20|0.600000|0.0031
1.36182|0.8|20|0.600000|0.0036
1.36941|0.8|20|0.600000|0.0041
1.92722|0|200|1.000000|0.0086
1.8053|0|280|0.800000|0.0031
1.37637|0.8|20|0.600000|0.0046
1.38086|0.8|20|0.600000|0.0051
1.38523|0.8|20|0.600000|0.0056
1.39148|0.8|20|0.600000|0.0061
1.39763|0.8|20|0.600000|0.0066
1.64722|0|340|0.600000|0.0061
1.92627|0|200|1.000000|0.0091
1.40127|0.8|20|0.600000|0.0071
1.40548|0.8|20|0.600000|0.0076
1.80402|0|280|0.800000|0.0036
1.4098|0.8|20|0.600000|0.0081
1.4139|0.8|20|0.600000|0.0086
1.4187|0.8|20|0.600000|0.0091
1.92551|0|200|1.000000|0.0096
1.42273|0.8|20|0.600000|0.0096
1.64543|0|340|0.600000|0.0066
2.03678|0.8|20|0.800000|0.0001
1.80201|0|280|0.800000|0.0041
1.36572|0.8|20|0.800000|0.0006
1.36563|0.8|20|0.800000|0.0011
1.36928|0.8|20|0.800000|0.0016
1.37862|0.8|20|0.800000|0.0021
1.38741|0.8|20|0.800000|0.0026
1.39585|0.8|20|0.800000|0.0031
1.40218|0.8|20|0.800000|0.0036
1.79963|0|280|0.800000|0.0046
1.64368|0|340|0.600000|0.0071
1.40885|0.8|20|0.800000|0.0041
1.41437|0.8|20|0.800000|0.0046
1.41951|0.8|20|0.800000|0.0051
1.42386|0.8|20|0.800000|0.0056
1.42885|0.8|20|0.800000|0.0061
1.4329|0.8|20|0.800000|0.0066
1.79709|0|280|0.800000|0.0051
1.43753|0.8|20|0.800000|0.0071
1.21506|0.2|200|0.000000|0.0001
1.64202|0|340|0.600000|0.0076
1.44097|0.8|20|0.800000|0.0076
1.44475|0.8|20|0.800000|0.0081
1.44813|0.8|20|0.800000|0.0086
1.45176|0.8|20|0.800000|0.0091
1.21549|0.2|200|0.000000|0.0006
1.45512|0.8|20|0.800000|0.0096
1.79457|0|280|0.800000|0.0056
2.05595|0.8|20|1.000000|0.0001
1.64046|0|340|0.600000|0.0081
1.41664|0.8|20|1.000000|0.0006
1.40304|0.8|20|1.000000|0.0011
1.22632|0.2|200|0.000000|0.0011
1.41381|0.8|20|1.000000|0.0016
1.42178|0.8|20|1.000000|0.0021
1.79217|0|280|0.800000|0.0061
1.43076|0.8|20|1.000000|0.0026
1.4367|0.8|20|1.000000|0.0031
1.22713|0.2|200|0.000000|0.0016
1.44329|0.8|20|1.000000|0.0036
1.44916|0.8|20|1.000000|0.0041
1.63904|0|340|0.600000|0.0086
1.45429|0.8|20|1.000000|0.0046
1.45885|0.8|20|1.000000|0.0051
1.78993|0|280|0.800000|0.0066
1.24018|0.2|200|0.000000|0.0021
1.46307|0.8|20|1.000000|0.0056
1.46719|0.8|20|1.000000|0.0061
1.47092|0.8|20|1.000000|0.0066
1.4746|0.8|20|1.000000|0.0071
1.47805|0.8|20|1.000000|0.0076
1.63775|0|340|0.600000|0.0091
1.25317|0.2|200|0.000000|0.0026
1.48144|0.8|20|1.000000|0.0081
1.78788|0|280|0.800000|0.0071
1.4847|0.8|20|1.000000|0.0086
1.48792|0.8|20|1.000000|0.0091
1.49104|0.8|20|1.000000|0.0096
1.25281|0.2|200|0.000000|0.0031
1.77338|1|20|0.000000|0.0001
1.63658|0|340|0.600000|0.0096
1.78605|0|280|0.800000|0.0076
1.35582|1|20|0.000000|0.0006
1.32202|1|20|0.000000|0.0011
1.25031|0.2|200|0.000000|0.0036
1.3221|1|20|0.000000|0.0016
1.31822|1|20|0.000000|0.0021
1.30875|1|20|0.000000|0.0026
1.30766|1|20|0.000000|0.0031
1.78443|0|280|0.800000|0.0081
1.26234|0.2|200|0.000000|0.0041
1.27894|1|20|0.000000|0.0036
1.32186|1|20|0.000000|0.0041
1.29557|1|20|0.000000|0.0046
1.30306|1|20|0.000000|0.0051
1.31041|1|20|0.000000|0.0056
1.2614|0.2|200|0.000000|0.0046
1.783|0|280|0.800000|0.0086
1.30961|1|20|0.000000|0.0061
1.31537|1|20|0.000000|0.0066
1.31|1|20|0.000000|0.0071
1.31399|1|20|0.000000|0.0076
1.26393|0.2|200|0.000000|0.0051
1.33258|1|20|0.000000|0.0081
1.3087|1|20|0.000000|0.0086
1.32607|1|20|0.000000|0.0091
1.78177|0|280|0.800000|0.0091
1.75345|0|340|0.800000|0.0001
1.3333|1|20|0.000000|0.0096
1.2732|0.2|200|0.000000|0.0056
1.83301|1|20|0.200000|0.0001
1.395|1|20|0.200000|0.0006
1.29801|1|20|0.200000|0.0011
1.78072|0|280|0.800000|0.0096
1.27576|1|20|0.200000|0.0016
1.27584|0.2|200|0.000000|0.0061
1.27641|1|20|0.200000|0.0021
1.26977|1|20|0.200000|0.0026
1.78584|0|340|0.800000|0.0006
1.2733|1|20|0.200000|0.0031
1.26873|1|20|0.200000|0.0036
1.27893|1|20|0.200000|0.0041
1.27817|0.2|200|0.000000|0.0066
1.28117|1|20|0.200000|0.0046
1.28113|1|20|0.200000|0.0051
1.28083|1|20|0.200000|0.0056
1.28561|1|20|0.200000|0.0061
1.79239|0|340|0.800000|0.0011
1.29178|1|20|0.200000|0.0066
1.2859|0.2|200|0.000000|0.0071
1.29649|1|20|0.200000|0.0071
1.29725|1|20|0.200000|0.0076
1.29802|1|20|0.200000|0.0081
1.30758|1|20|0.200000|0.0086
1.28804|0.2|200|0.000000|0.0076
1.307|1|20|0.200000|0.0091
1.90823|0|280|1.000000|0.0001
1.3183|1|20|0.200000|0.0096
1.79902|0|340|0.800000|0.0016
1.88171|1|20|0.400000|0.0001
1.28573|0.2|200|0.000000|0.0081
1.36686|1|20|0.400000|0.0006
1.29781|1|20|0.400000|0.0011
1.29131|1|20|0.400000|0.0016
1.93616|0|280|1.000000|0.0006
1.30242|1|20|0.400000|0.0021
1.30823|1|20|0.400000|0.0026
1.80344|0|340|0.800000|0.0021
1.29149|0.2|200|0.000000|0.0086
1.31391|1|20|0.400000|0.0031
1.31507|1|20|0.400000|0.0036
1.32306|1|20|0.400000|0.0041
1.32646|1|20|0.400000|0.0046
1.33197|1|20|0.400000|0.0051
1.94457|0|280|1.000000|0.0011
1.29297|0.2|200|0.000000|0.0091
1.34098|1|20|0.400000|0.0056
1.34298|1|20|0.400000|0.0061
1.80533|0|340|0.800000|0.0026
1.35021|1|20|0.400000|0.0066
1.35643|1|20|0.400000|0.0071
1.29273|0.2|200|0.000000|0.0096
1.3555|1|20|0.400000|0.0076
1.36386|1|20|0.400000|0.0081
1.95147|0|280|1.000000|0.0016
1.36698|1|20|0.400000|0.0086
1.37359|1|20|0.400000|0.0091
1.37626|1|20|0.400000|0.0096
1.8053|0|340|0.800000|0.0031
1.97001|1|20|0.600000|0.0001
1.37471|1|20|0.600000|0.0006
1.95462|0|280|1.000000|0.0021
1.32908|1|20|0.600000|0.0011
1.33176|1|20|0.600000|0.0016
1.24758|0.2|200|0.200000|0.0001
1.33825|1|20|0.600000|0.0021
1.34617|1|20|0.600000|0.0026
1.35691|1|20|0.600000|0.0031
1.80402|0|340|0.800000|0.0036
1.35923|1|20|0.600000|0.0036
1.9548|0|280|1.000000|0.0026
1.36713|1|20|0.600000|0.0041
1.20637|0.2|200|0.200000|0.0006
1.37528|1|20|0.600000|0.0046
1.38015|1|20|0.600000|0.0051
1.38667|1|20|0.600000|0.0056
1.39227|1|20|0.600000|0.0061
1.21194|0.2|200|0.200000|0.0011
1.80201|0|340|0.800000|0.0041
1.39582|1|20|0.600000|0.0066
1.95315|0|280|1.000000|0.0031
1.40186|1|20|0.600000|0.0071
1.40491|1|20|0.600000|0.0076
1.41031|1|20|0.600000|0.0081
1.21645|0.2|200|0.200000|0.0016
1.41372|1|20|0.600000|0.0086
1.41821|1|20|0.600000|0.0091
1.95052|0|280|1.000000|0.0036
1.42211|1|20|0.600000|0.0096
1.79963|0|340|0.800000|0.0046
1.22257|0.2|200|0.200000|0.0021
2.06254|1|20|0.800000|0.0001
1.39259|1|20|0.800000|0.0006
1.36702|1|20|0.800000|0.0011
1.36918|1|20|0.800000|0.0016
1.94746|0|280|1.000000|0.0041
1.37723|1|20|0.800000|0.0021
1.22944|0.2|200|0.200000|0.0026
1.38731|1|20|0.800000|0.0026
1.79709|0|340|0.800000|0.0051
1.39434|1|20|0.800000|0.0031
1.40184|1|20|0.800000|0.0036
1.23703|0.2|200|0.200000|0.0031
1.4079|1|20|0.800000|0.0041
1.41374|1|20|0.800000|0.0046
1.94429|0|280|1.000000|0.0046
1.41877|1|20|0.800000|0.0051
1.42449|1|20|0.800000|0.0056
1.79457|0|340|0.800000|0.0056
1.42849|1|20|0.800000|0.0061
1.23944|0.2|200|0.200000|0.0036
1.4329|1|20|0.800000|0.0066
1.43701|1|20|0.800000|0.0071
1.94122|0|280|1.000000|0.0051
1.44075|1|20|0.800000|0.0076
1.44472|1|20|0.800000|0.0081
1.44821|1|20|0.800000|0.0086
1.25197|0.2|200|0.200000|0.0041
1.45166|1|20|0.800000|0.0091
1.79217|0|340|0.800000|0.0061
1.45508|1|20|0.800000|0.0096
1.93836|0|280|1.000000|0.0056
2.19386|1|20|1.000000|0.0001
1.2556|0.2|200|0.200000|0.0046
1.42924|1|20|1.000000|0.0006
1.40455|1|20|1.000000|0.0011
1.41315|1|20|1.000000|0.0016
1.42255|1|20|1.000000|0.0021
1.78993|0|340|0.800000|0.0066
1.93578|0|280|1.000000|0.0061
1.25872|0.2|200|0.200000|0.0051
1.42837|1|20|1.000000|0.0026
1.4381|1|20|1.000000|0.0031
1.44348|1|20|1.000000|0.0036
1.44849|1|20|1.000000|0.0041
1.26794|0.2|200|0.200000|0.0056
1.45411|1|20|1.000000|0.0046
1.93349|0|280|1.000000|0.0066
1.4589|1|20|1.000000|0.0051
1.46314|1|20|1.000000|0.0056
1.78788|0|340|0.800000|0.0071
1.46699|1|20|1.000000|0.0061
1.47098|1|20|1.000000|0.0066
1.27291|0.2|200|0.200000|0.0061
1.47458|1|20|1.000000|0.0071
1.47815|1|20|1.000000|0.0076
1.93151|0|280|1.000000|0.0071
1.48145|1|20|1.000000|0.0081
1.48472|1|20|1.000000|0.0086
1.2783|0.2|200|0.200000|0.0066
1.48789|1|20|1.000000|0.0091
1.78605|0|340|0.800000|0.0076
1.49104|1|20|1.000000|0.0096
1.2817|0.2|200|0.200000|0.0071
1.92982|0|280|1.000000|0.0076
1.31079|0|40|0.000000|0.0001
1.78443|0|340|0.800000|0.0081
1.26293|0|40|0.000000|0.0006
1.28613|0.2|200|0.200000|0.0076
1.26117|0|40|0.000000|0.0011
1.9284|0|280|1.000000|0.0081
1.26126|0|40|0.000000|0.0016
1.26196|0|40|0.000000|0.0021
1.29444|0.2|200|0.200000|0.0081
1.26297|0|40|0.000000|0.0026
1.783|0|340|0.800000|0.0086
1.26414|0|40|0.000000|0.0031
