result|stdev|iterations
1.26055|0|20|0|0
1.17515|0|200|0|0
1.17416|0|280|0|0
1.17392|0|340|0|0
1.18459|0.2|20|1.000000|0.0096
1.18462|0.4|20|1.000000|0.0096
1.18949|0.6|20|1.000000|0.0096
1.20854|0.8|20|1.000000|0.0096
1.17649|0.2|200|1.000000|0.0096
1.22958|1|20|1.000000|0.0096
1.21961|0|40|0|0
